Restaurant Name,Location,Cuisine,Secondary Cuisine,Price Range,Dish,Price
Feast O,Mumbai,Bengali,Awadhi,₹700-₹1500,Kebabs,230
Zaiqa,Pune,Mughlai,Tandoori,₹300-₹700,Butter Chicken,186
Royal,Delhi,Mughlai,Awadhi,₹700-₹1500,Chicken Tikka,1133
Relish,Jaipur,North Indian,,₹200-₹500,Laal Maas,1775
Relish E,Hyderabad,South Indian,Mughlai,₹200-₹500,Prawn Curry,375
Spice,Ahmedabad,West Indian,Coastal,₹500-₹1000,Solkadi,917
Spice E,Kolkata,North Indian,Tandoori,₹100-₹300,Masala Dosa,445
Feast,Chennai,Seafood,Coastal,₹500-₹1000,Chole Bhature,751
Taj Z,Mumbai,Mughlai,Chaat,₹700-₹1500,Sambar Vada,1103
Feast T,Chennai,Street Food,Tandoori,₹1000-₹2000,Kosha Mangsho,1617
Dosa E,Delhi,Gujarati,Coastal,₹500-₹1000,Laal Maas,732
Swad,Chennai,Seafood,Mughlai,₹1000-₹2000,Chole Bhature,295
Taj,Lucknow,North Indian,Mughlai,₹500-₹1000,Gulab Jamun,882
Taj L,Mumbai,Rajasthani,Awadhi,₹100-₹300,Butter Chicken,1097
Feast,Hyderabad,West Indian,,₹200-₹500,Sambar Vada,75
Flavors H,Jaipur,North Indian,Tandoori,₹100-₹300,Chicken Tikka,426
Zaiqa,Pune,West Indian,Tandoori,₹200-₹500,Dahi Vada,276
Spice Z,Hyderabad,Seafood,Mughlai,₹1000-₹2000,Masala Dosa,1119
Dosa M,Ahmedabad,Street Food,Tandoori,₹300-₹700,Butter Chicken,1957
Zaiqa,Pune,Hyderabadi,Chaat,₹500-₹1000,Dhokla,1345
Spice W,Jaipur,South Indian,Tandoori,₹300-₹700,Biryani,1968
Dosa J,Jaipur,Bengali,Coastal,₹300-₹700,Biryani,1783
Swad,Delhi,Rajasthani,Tandoori,₹500-₹1000,Filter Coffee,1568
Swad L,Chennai,West Indian,Tandoori,₹300-₹700,Chole Bhature,1235
Feast,Lucknow,Bengali,Mughlai,₹300-₹700,Butter Chicken,599
Rasoi,Jaipur,West Indian,Coastal,₹300-₹700,Pav Bhaji,591
Swad I,Mumbai,West Indian,Coastal,₹200-₹500,Sambar Vada,796
Dosa,Bengaluru,Rajasthani,Awadhi,₹200-₹500,Pav Bhaji,1643
Dosa,Lucknow,Bengali,,₹500-₹1000,Gulab Jamun,1520
Flavors,Jaipur,Mughlai,Mughlai,₹1000-₹2000,Chole Bhature,439
Taj,Kolkata,Bengali,Coastal,₹300-₹700,Sambar Vada,659
Taj,Delhi,Bengali,Chaat,₹700-₹1500,Butter Chicken,1667
Royal,Hyderabad,Mughlai,Coastal,₹300-₹700,Dhokla,909
Feast,Lucknow,South Indian,,₹700-₹1500,Biryani,729
Rasoi,Mumbai,South Indian,,₹1000-₹2000,Pav Bhaji,304
Swad,Jaipur,South Indian,Coastal,₹700-₹1500,Kebabs,1499
Taj,Delhi,Rajasthani,Awadhi,₹100-₹300,Butter Chicken,1389
Relish,Delhi,West Indian,Tandoori,₹1000-₹2000,Chicken Tikka,1168
Zaiqa S,Hyderabad,Rajasthani,,₹300-₹700,Kebabs,1395
Swad,Bengaluru,Mughlai,Chaat,₹100-₹300,Masala Dosa,1358
Swad,Kolkata,Street Food,Awadhi,₹500-₹1000,Filter Coffee,1608
Dosa,Mumbai,Gujarati,Coastal,₹700-₹1500,Biryani,1590
Taj P,Jaipur,Mughlai,Mughlai,₹100-₹300,Solkadi,1633
Rasoi,Ahmedabad,North Indian,Mughlai,₹300-₹700,Kebabs,1601
Swad P,Delhi,Street Food,Tandoori,₹100-₹300,Chole Bhature,695
Relish,Lucknow,Bengali,Chaat,₹300-₹700,Solkadi,1700
Dosa,Kolkata,Gujarati,,₹700-₹1500,Butter Chicken,1369
Relish,Pune,North Indian,Tandoori,₹200-₹500,Dhokla,959
Relish I,Lucknow,West Indian,Mughlai,₹1000-₹2000,Kebabs,1247
Flavors Z,Chennai,North Indian,Tandoori,₹300-₹700,Kosha Mangsho,1496
Dosa W,Lucknow,Street Food,Tandoori,₹500-₹1000,Laal Maas,556
Rasoi Z,Mumbai,Gujarati,Awadhi,₹100-₹300,Biryani,1187
Feast K,Ahmedabad,South Indian,Tandoori,₹700-₹1500,Filter Coffee,751
Zaiqa,Jaipur,Mughlai,Coastal,₹500-₹1000,Dahi Vada,375
Taj,Delhi,South Indian,Coastal,₹700-₹1500,Kebabs,1353
Zaiqa,Kolkata,Street Food,Coastal,₹500-₹1000,Gulab Jamun,1861
Dosa,Mumbai,Rajasthani,Tandoori,₹100-₹300,Solkadi,989
Swad,Delhi,Mughlai,Chaat,₹200-₹500,Dhokla,1185
Zaiqa,Chennai,Gujarati,Chaat,₹700-₹1500,Kebabs,1836
Taj,Bengaluru,Mughlai,,₹200-₹500,Butter Chicken,868
Spice,Ahmedabad,Mughlai,Chaat,₹500-₹1000,Sambar Vada,500
Flavors,Pune,South Indian,Awadhi,₹100-₹300,Laal Maas,1703
Royal R,Jaipur,North Indian,Coastal,₹200-₹500,Biryani,1130
Feast,Hyderabad,West Indian,Awadhi,₹1000-₹2000,Chole Bhature,1242
Royal,Delhi,North Indian,Chaat,₹500-₹1000,Kosha Mangsho,315
Relish,Chennai,Seafood,Awadhi,₹100-₹300,Dhokla,1472
Dosa,Mumbai,North Indian,Tandoori,₹100-₹300,Plain Dosa,79
Swad,Lucknow,Mughlai,Tandoori,₹300-₹700,Dahi Vada,803
Dosa,Jaipur,Gujarati,Mughlai,₹300-₹700,Masala Dosa,1090
Zaiqa,Ahmedabad,North Indian,Awadhi,₹200-₹500,Dahi Vada,1027
Rasoi,Mumbai,South Indian,Awadhi,₹500-₹1000,Gulab Jamun,156
Zaiqa,Chennai,Gujarati,,₹700-₹1500,Gulab Jamun,1255
Feast C,Delhi,West Indian,,₹500-₹1000,Laal Maas,869
Feast V,Hyderabad,North Indian,,₹300-₹700,Kosha Mangsho,1653
Feast,Hyderabad,Bengali,Coastal,₹200-₹500,Chicken Tikka,667
Taj,Chennai,Gujarati,Tandoori,₹500-₹1000,Kosha Mangsho,120
Flavors,Ahmedabad,Gujarati,Chaat,₹700-₹1500,Plain Dosa,1310
Royal,Mumbai,West Indian,Coastal,₹1000-₹2000,Chicken Tikka,1980
Dosa T,Mumbai,Bengali,Chaat,₹700-₹1500,Gulab Jamun,974
Spice,Ahmedabad,Mughlai,,₹700-₹1500,Haleem,1359
Spice,Chennai,South Indian,,₹700-₹1500,Pav Bhaji,407
Feast,Pune,Gujarati,Coastal,₹100-₹300,Chicken Tikka,1009
Relish,Mumbai,Hyderabadi,Chaat,₹200-₹500,Masala Dosa,916
Feast,Ahmedabad,Street Food,Chaat,₹300-₹700,Biryani,1461
Swad,Chennai,Bengali,Mughlai,₹700-₹1500,Pav Bhaji,1504
Relish,Lucknow,North Indian,Coastal,₹100-₹300,Dahi Vada,1311
Feast,Chennai,Street Food,Chaat,₹100-₹300,Dahi Vada,496
Relish,Mumbai,Hyderabadi,Awadhi,₹700-₹1500,Kebabs,1605
Feast,Mumbai,Bengali,Awadhi,₹300-₹700,Sambar Vada,995
Swad,Chennai,Mughlai,Mughlai,₹700-₹1500,Chicken Tikka,1112
Relish,Bengaluru,Rajasthani,Coastal,₹300-₹700,Biryani,593
Dosa,Lucknow,Hyderabadi,,₹100-₹300,Prawn Curry,1631
Spice E,Mumbai,Hyderabadi,Chaat,₹1000-₹2000,Filter Coffee,1506
Taj,Kolkata,Mughlai,,₹1000-₹2000,Kebabs,1951
Dosa T,Ahmedabad,Rajasthani,,₹500-₹1000,Kosha Mangsho,1691
Taj,Pune,Rajasthani,Coastal,₹1000-₹2000,Sambar Vada,1438
Feast M,Jaipur,South Indian,Mughlai,₹700-₹1500,Dahi Vada,641
Relish Y,Lucknow,Rajasthani,Coastal,₹1000-₹2000,Kebabs,203
Relish,Jaipur,South Indian,Coastal,₹1000-₹2000,Masala Dosa,1324
Rasoi,Bengaluru,Mughlai,Mughlai,₹200-₹500,Masala Dosa,320
Dosa,Kolkata,Hyderabadi,Mughlai,₹500-₹1000,Pav Bhaji,1554
Flavors N,Chennai,West Indian,Chaat,₹300-₹700,Chicken Tikka,347
Taj,Bengaluru,Rajasthani,Tandoori,₹300-₹700,Dahi Vada,1413
Spice,Delhi,West Indian,Coastal,₹200-₹500,Chicken Tikka,1513
Flavors,Ahmedabad,Hyderabadi,Mughlai,₹700-₹1500,Laal Maas,141
Swad,Pune,South Indian,Mughlai,₹700-₹1500,Butter Chicken,124
Taj S,Chennai,North Indian,,₹200-₹500,Masala Dosa,1099
Zaiqa W,Pune,Gujarati,Chaat,₹700-₹1500,Solkadi,1602
Flavors U,Chennai,South Indian,Chaat,₹1000-₹2000,Masala Dosa,1328
Swad,Ahmedabad,Seafood,Mughlai,₹500-₹1000,Kebabs,1746
Spice,Pune,Seafood,Coastal,₹700-₹1500,Gulab Jamun,847
Zaiqa,Pune,North Indian,Coastal,₹1000-₹2000,Gulab Jamun,388
Spice K,Chennai,Street Food,Tandoori,₹1000-₹2000,Plain Dosa,537
Taj,Delhi,West Indian,Tandoori,₹300-₹700,Gulab Jamun,1723
Rasoi U,Mumbai,Mughlai,Awadhi,₹300-₹700,Filter Coffee,1402
Feast,Hyderabad,West Indian,Chaat,₹500-₹1000,Masala Dosa,770
Feast,Bengaluru,North Indian,Tandoori,₹700-₹1500,Chicken Tikka,129
Zaiqa,Delhi,Street Food,Tandoori,₹200-₹500,Kebabs,1215
Swad,Mumbai,Gujarati,Tandoori,₹100-₹300,Sambar Vada,461
Spice,Delhi,South Indian,Chaat,₹1000-₹2000,Kosha Mangsho,1504
Royal,Delhi,South Indian,Coastal,₹300-₹700,Sambar Vada,541
Swad K,Kolkata,Bengali,Coastal,₹200-₹500,Dhokla,943
Royal B,Chennai,Rajasthani,Coastal,₹1000-₹2000,Prawn Curry,1258
Flavors,Bengaluru,Bengali,Coastal,₹700-₹1500,Filter Coffee,1511
Swad B,Lucknow,Mughlai,Mughlai,₹100-₹300,Sambar Vada,1548
Royal U,Chennai,Bengali,Chaat,₹700-₹1500,Gulab Jamun,664
Relish,Chennai,South Indian,Awadhi,₹200-₹500,Solkadi,763
Taj,Ahmedabad,Hyderabadi,,₹100-₹300,Kebabs,1129
Relish,Kolkata,Street Food,Awadhi,₹300-₹700,Butter Chicken,631
Rasoi,Chennai,Gujarati,Coastal,₹1000-₹2000,Filter Coffee,1388
Taj,Jaipur,Seafood,,₹300-₹700,Prawn Curry,1854
Taj,Lucknow,Seafood,Chaat,₹1000-₹2000,Haleem,1511
Dosa,Ahmedabad,Street Food,Tandoori,₹500-₹1000,Butter Chicken,457
Dosa,Bengaluru,Street Food,Chaat,₹1000-₹2000,Masala Dosa,1139
Flavors,Pune,Hyderabadi,Mughlai,₹500-₹1000,Dahi Vada,1513
Dosa,Jaipur,Mughlai,,₹300-₹700,Gulab Jamun,1801
Rasoi H,Chennai,Mughlai,Mughlai,₹300-₹700,Haleem,755
Rasoi,Pune,West Indian,Awadhi,₹300-₹700,Sambar Vada,1890
Taj,Ahmedabad,Rajasthani,Tandoori,₹1000-₹2000,Sambar Vada,254
Dosa,Jaipur,Rajasthani,Coastal,₹300-₹700,Kebabs,397
Dosa,Jaipur,Hyderabadi,Awadhi,₹200-₹500,Prawn Curry,866
Flavors,Ahmedabad,North Indian,Mughlai,₹300-₹700,Pav Bhaji,515
Spice H,Lucknow,Mughlai,Chaat,₹1000-₹2000,Laal Maas,104
Royal I,Lucknow,Seafood,Coastal,₹700-₹1500,Prawn Curry,846
Flavors P,Lucknow,Gujarati,,₹200-₹500,Masala Dosa,1731
Swad,Hyderabad,Hyderabadi,Tandoori,₹1000-₹2000,Dahi Vada,512
Royal,Delhi,South Indian,Chaat,₹200-₹500,Dhokla,106
Taj A,Chennai,Rajasthani,Chaat,₹700-₹1500,Plain Dosa,106
Taj,Lucknow,Mughlai,,₹100-₹300,Dhokla,1802
Feast J,Hyderabad,Bengali,Tandoori,₹200-₹500,Plain Dosa,408
Dosa,Jaipur,Gujarati,Mughlai,₹700-₹1500,Haleem,585
Dosa,Hyderabad,West Indian,,₹300-₹700,Plain Dosa,1561
Zaiqa,Ahmedabad,Seafood,Coastal,₹200-₹500,Solkadi,473
Feast,Kolkata,Mughlai,Mughlai,₹100-₹300,Haleem,437
Flavors,Chennai,Seafood,Chaat,₹700-₹1500,Solkadi,1625
Taj,Pune,Street Food,Chaat,₹500-₹1000,Biryani,624
Rasoi,Hyderabad,West Indian,Coastal,₹1000-₹2000,Pav Bhaji,1811
Swad,Jaipur,Seafood,Chaat,₹300-₹700,Dahi Vada,1414
Royal,Lucknow,Street Food,Awadhi,₹100-₹300,Biryani,754
Relish U,Ahmedabad,Street Food,Chaat,₹100-₹300,Solkadi,1967
Rasoi,Kolkata,Seafood,Awadhi,₹1000-₹2000,Biryani,1149
Relish,Bengaluru,North Indian,Tandoori,₹300-₹700,Chole Bhature,535
Royal,Mumbai,Bengali,Coastal,₹700-₹1500,Plain Dosa,112
Flavors,Bengaluru,Bengali,Coastal,₹500-₹1000,Masala Dosa,605
Relish,Pune,Seafood,Mughlai,₹300-₹700,Kosha Mangsho,1361
Relish K,Pune,Mughlai,Chaat,₹100-₹300,Kebabs,987
Zaiqa M,Delhi,Bengali,Tandoori,₹1000-₹2000,Prawn Curry,1699
Feast,Bengaluru,Seafood,Tandoori,₹700-₹1500,Haleem,402
Relish E,Ahmedabad,Gujarati,,₹500-₹1000,Chole Bhature,1606
Feast,Chennai,West Indian,Chaat,₹100-₹300,Plain Dosa,1263
Taj,Bengaluru,Bengali,Mughlai,₹1000-₹2000,Kosha Mangsho,1045
Feast,Bengaluru,Hyderabadi,Mughlai,₹100-₹300,Masala Dosa,454
Feast,Chennai,South Indian,Chaat,₹1000-₹2000,Butter Chicken,675
Spice,Kolkata,North Indian,Mughlai,₹1000-₹2000,Kebabs,598
Rasoi,Kolkata,Bengali,,₹200-₹500,Dahi Vada,1074
Spice,Chennai,Gujarati,Tandoori,₹300-₹700,Plain Dosa,1131
Feast,Ahmedabad,Bengali,Mughlai,₹1000-₹2000,Kebabs,1026
Zaiqa,Mumbai,Hyderabadi,Coastal,₹700-₹1500,Dahi Vada,424
Rasoi,Kolkata,Gujarati,Tandoori,₹200-₹500,Filter Coffee,1146
Feast Q,Hyderabad,Hyderabadi,Coastal,₹300-₹700,Dhokla,1961
Rasoi,Hyderabad,Seafood,Tandoori,₹500-₹1000,Plain Dosa,1705
Dosa,Hyderabad,South Indian,,₹1000-₹2000,Dahi Vada,1897
Taj S,Bengaluru,Gujarati,Awadhi,₹300-₹700,Sambar Vada,1055
Royal,Delhi,Bengali,Tandoori,₹300-₹700,Dhokla,1257
Swad C,Bengaluru,Hyderabadi,Chaat,₹500-₹1000,Chicken Tikka,427
Royal,Pune,South Indian,Tandoori,₹300-₹700,Sambar Vada,1355
Rasoi T,Delhi,North Indian,Chaat,₹500-₹1000,Biryani,453
Royal O,Delhi,Hyderabadi,Tandoori,₹100-₹300,Gulab Jamun,1207
Flavors G,Chennai,South Indian,Mughlai,₹200-₹500,Gulab Jamun,467
Zaiqa,Mumbai,West Indian,Awadhi,₹700-₹1500,Dahi Vada,1839
Rasoi Q,Lucknow,North Indian,,₹100-₹300,Gulab Jamun,579
Taj J,Lucknow,Seafood,,₹700-₹1500,Sambar Vada,1704
Rasoi,Bengaluru,Street Food,Awadhi,₹1000-₹2000,Laal Maas,783
Swad,Kolkata,Seafood,,₹100-₹300,Prawn Curry,1295
Spice R,Mumbai,West Indian,Tandoori,₹300-₹700,Pav Bhaji,1548
Dosa,Hyderabad,Seafood,Coastal,₹300-₹700,Masala Dosa,1206
Rasoi,Delhi,Seafood,Tandoori,₹100-₹300,Dhokla,1388
Royal T,Mumbai,Rajasthani,Awadhi,₹500-₹1000,Kosha Mangsho,682
Rasoi,Bengaluru,Gujarati,Awadhi,₹200-₹500,Haleem,1839
Royal,Jaipur,Bengali,Tandoori,₹1000-₹2000,Kosha Mangsho,854
Relish,Chennai,West Indian,Coastal,₹300-₹700,Biryani,1047
Dosa D,Jaipur,South Indian,Chaat,₹200-₹500,Biryani,1663
Zaiqa,Bengaluru,Hyderabadi,Awadhi,₹500-₹1000,Prawn Curry,1531
Swad,Mumbai,South Indian,Awadhi,₹100-₹300,Solkadi,232
Zaiqa,Mumbai,North Indian,Mughlai,₹300-₹700,Chole Bhature,283
Royal,Chennai,Rajasthani,Chaat,₹200-₹500,Filter Coffee,1198
Relish,Mumbai,South Indian,Coastal,₹200-₹500,Pav Bhaji,1661
Feast X,Jaipur,Bengali,Mughlai,₹100-₹300,Sambar Vada,244
Taj,Mumbai,North Indian,Mughlai,₹100-₹300,Butter Chicken,178
Swad I,Lucknow,West Indian,Coastal,₹300-₹700,Biryani,1728
Royal,Kolkata,Mughlai,Chaat,₹300-₹700,Masala Dosa,1020
Flavors,Bengaluru,South Indian,,₹200-₹500,Laal Maas,1294
Relish,Ahmedabad,South Indian,Coastal,₹100-₹300,Chole Bhature,1674
Rasoi I,Pune,North Indian,Mughlai,₹700-₹1500,Masala Dosa,1034
Dosa,Pune,South Indian,Coastal,₹1000-₹2000,Kosha Mangsho,1896
Relish F,Pune,West Indian,Awadhi,₹100-₹300,Filter Coffee,592
Taj,Chennai,Street Food,Chaat,₹100-₹300,Plain Dosa,582
Feast,Jaipur,Gujarati,Chaat,₹1000-₹2000,Biryani,742
Taj,Ahmedabad,Rajasthani,Mughlai,₹100-₹300,Solkadi,564
Relish,Chennai,Hyderabadi,Mughlai,₹100-₹300,Masala Dosa,888
Zaiqa,Bengaluru,Street Food,Chaat,₹500-₹1000,Kebabs,645
Taj,Kolkata,Mughlai,Awadhi,₹200-₹500,Chicken Tikka,240
Spice,Pune,Gujarati,Mughlai,₹300-₹700,Filter Coffee,1038
Flavors,Bengaluru,North Indian,Mughlai,₹1000-₹2000,Chole Bhature,1556
Feast,Bengaluru,Rajasthani,Awadhi,₹1000-₹2000,Chicken Tikka,999
Dosa,Pune,Bengali,Mughlai,₹1000-₹2000,Filter Coffee,1401
Relish,Chennai,Gujarati,Coastal,₹100-₹300,Filter Coffee,1423
Dosa,Lucknow,South Indian,Tandoori,₹700-₹1500,Dhokla,1413
Dosa U,Mumbai,Seafood,Awadhi,₹700-₹1500,Filter Coffee,496
Taj,Chennai,Bengali,Awadhi,₹1000-₹2000,Chicken Tikka,1295
Flavors A,Pune,Street Food,,₹300-₹700,Kosha Mangsho,1107
Dosa P,Jaipur,West Indian,Chaat,₹300-₹700,Haleem,1010
Taj,Hyderabad,North Indian,Tandoori,₹300-₹700,Chicken Tikka,953
Relish,Pune,Gujarati,,₹200-₹500,Biryani,797
Zaiqa,Ahmedabad,West Indian,Mughlai,₹200-₹500,Pav Bhaji,309
Swad X,Ahmedabad,North Indian,,₹100-₹300,Butter Chicken,1597
Spice,Kolkata,Mughlai,Coastal,₹200-₹500,Dahi Vada,573
Rasoi,Lucknow,Bengali,Tandoori,₹1000-₹2000,Prawn Curry,1438
Swad,Ahmedabad,West Indian,Mughlai,₹300-₹700,Plain Dosa,1394
Feast,Jaipur,Mughlai,Mughlai,₹200-₹500,Prawn Curry,1052
Swad,Kolkata,Seafood,,₹700-₹1500,Solkadi,1367
Zaiqa,Mumbai,Street Food,Mughlai,₹1000-₹2000,Pav Bhaji,1622
Relish,Hyderabad,North Indian,Awadhi,₹300-₹700,Kebabs,1434
Rasoi,Hyderabad,West Indian,,₹700-₹1500,Pav Bhaji,299
Rasoi,Lucknow,Mughlai,Coastal,₹500-₹1000,Plain Dosa,577
Dosa,Hyderabad,West Indian,Tandoori,₹700-₹1500,Butter Chicken,910
Royal,Hyderabad,Bengali,,₹300-₹700,Dahi Vada,489
Royal,Chennai,Mughlai,Chaat,₹1000-₹2000,Prawn Curry,1147
Rasoi H,Pune,Rajasthani,Mughlai,₹200-₹500,Chole Bhature,682
Swad P,Bengaluru,Rajasthani,Chaat,₹100-₹300,Sambar Vada,1548
Swad E,Delhi,Street Food,Coastal,₹700-₹1500,Kebabs,1470
Feast W,Delhi,South Indian,Coastal,₹500-₹1000,Haleem,1610
Taj,Mumbai,South Indian,,₹500-₹1000,Kebabs,698
Swad,Jaipur,Bengali,Coastal,₹100-₹300,Kosha Mangsho,1885
Zaiqa,Jaipur,Street Food,Chaat,₹200-₹500,Gulab Jamun,1385
Swad,Chennai,North Indian,Coastal,₹200-₹500,Masala Dosa,690
Dosa,Hyderabad,South Indian,Chaat,₹100-₹300,Plain Dosa,276
Spice M,Bengaluru,North Indian,Mughlai,₹1000-₹2000,Haleem,1094
Dosa,Lucknow,Rajasthani,,₹700-₹1500,Masala Dosa,95
Dosa G,Hyderabad,West Indian,,₹500-₹1000,Masala Dosa,1013
Swad O,Hyderabad,Gujarati,Mughlai,₹1000-₹2000,Laal Maas,1152
Relish,Lucknow,Hyderabadi,Tandoori,₹700-₹1500,Prawn Curry,1310
Royal,Mumbai,Rajasthani,Mughlai,₹300-₹700,Pav Bhaji,1367
Flavors A,Hyderabad,Seafood,Awadhi,₹1000-₹2000,Biryani,330
Swad,Hyderabad,Mughlai,Mughlai,₹700-₹1500,Solkadi,315
Royal,Lucknow,Mughlai,Mughlai,₹700-₹1500,Kebabs,667
Royal T,Hyderabad,Bengali,Coastal,₹1000-₹2000,Dhokla,409
Swad,Pune,North Indian,Chaat,₹700-₹1500,Dahi Vada,1061
Swad,Chennai,Mughlai,Tandoori,₹300-₹700,Biryani,1015
Taj C,Lucknow,Gujarati,Awadhi,₹500-₹1000,Sambar Vada,293
Dosa,Kolkata,Street Food,Coastal,₹100-₹300,Biryani,1830
Zaiqa T,Ahmedabad,West Indian,Mughlai,₹200-₹500,Haleem,1040
Spice F,Hyderabad,Bengali,Coastal,₹1000-₹2000,Kosha Mangsho,966
Royal,Chennai,Bengali,Mughlai,₹300-₹700,Plain Dosa,968
Zaiqa,Kolkata,North Indian,Coastal,₹700-₹1500,Prawn Curry,1560
Royal,Lucknow,Street Food,Awadhi,₹300-₹700,Dhokla,296
Swad,Ahmedabad,Mughlai,Chaat,₹500-₹1000,Gulab Jamun,1393
Royal C,Lucknow,Rajasthani,Mughlai,₹200-₹500,Butter Chicken,804
Royal,Lucknow,North Indian,Tandoori,₹200-₹500,Chicken Tikka,1610
Taj B,Lucknow,Rajasthani,Awadhi,₹700-₹1500,Prawn Curry,253
Relish,Ahmedabad,North Indian,Mughlai,₹700-₹1500,Butter Chicken,405
Spice C,Lucknow,South Indian,Tandoori,₹1000-₹2000,Dhokla,619
Relish,Hyderabad,South Indian,,₹100-₹300,Sambar Vada,204
Royal,Lucknow,West Indian,,₹100-₹300,Masala Dosa,1614
Taj,Ahmedabad,Mughlai,Tandoori,₹200-₹500,Solkadi,676
Flavors Z,Chennai,West Indian,Coastal,₹100-₹300,Kosha Mangsho,1483
Feast,Delhi,Rajasthani,,₹200-₹500,Solkadi,390
Dosa W,Mumbai,Mughlai,,₹1000-₹2000,Pav Bhaji,1784
Relish X,Hyderabad,Bengali,Chaat,₹300-₹700,Chicken Tikka,1935
Swad,Hyderabad,North Indian,Coastal,₹100-₹300,Butter Chicken,68
Taj A,Mumbai,Gujarati,Mughlai,₹200-₹500,Prawn Curry,1103
Flavors,Chennai,South Indian,Tandoori,₹700-₹1500,Kebabs,1514
Swad,Delhi,Seafood,,₹1000-₹2000,Plain Dosa,839
Flavors,Kolkata,Street Food,Awadhi,₹500-₹1000,Solkadi,321
Relish,Chennai,West Indian,Mughlai,₹100-₹300,Dahi Vada,1239
Zaiqa,Ahmedabad,Rajasthani,Coastal,₹700-₹1500,Kosha Mangsho,1744
Feast,Jaipur,Rajasthani,Coastal,₹700-₹1500,Plain Dosa,886
Feast,Chennai,Mughlai,Chaat,₹200-₹500,Masala Dosa,1266
Feast,Hyderabad,South Indian,Chaat,₹500-₹1000,Gulab Jamun,1170
Flavors,Ahmedabad,South Indian,Mughlai,₹1000-₹2000,Sambar Vada,333
Flavors P,Lucknow,Seafood,,₹300-₹700,Chole Bhature,1052
Spice G,Kolkata,Rajasthani,Coastal,₹500-₹1000,Gulab Jamun,579
Zaiqa,Chennai,Street Food,Chaat,₹500-₹1000,Haleem,410
Taj,Kolkata,Hyderabadi,,₹100-₹300,Solkadi,687
Dosa,Mumbai,West Indian,,₹200-₹500,Prawn Curry,1274
Taj B,Bengaluru,West Indian,Awadhi,₹1000-₹2000,Haleem,907
Rasoi N,Bengaluru,Gujarati,Chaat,₹700-₹1500,Haleem,251
Zaiqa,Mumbai,West Indian,,₹200-₹500,Laal Maas,868
Swad,Chennai,Rajasthani,Chaat,₹200-₹500,Biryani,782
Zaiqa,Lucknow,South Indian,Chaat,₹1000-₹2000,Kebabs,722
Spice Z,Ahmedabad,Street Food,Awadhi,₹500-₹1000,Haleem,741
Swad,Delhi,Gujarati,Tandoori,₹200-₹500,Chole Bhature,657
Spice,Delhi,North Indian,Awadhi,₹1000-₹2000,Filter Coffee,814
Taj,Bengaluru,Mughlai,Chaat,₹1000-₹2000,Chole Bhature,559
Spice G,Bengaluru,Mughlai,Mughlai,₹200-₹500,Laal Maas,1625
Flavors K,Chennai,North Indian,Awadhi,₹500-₹1000,Butter Chicken,252
Taj T,Kolkata,Gujarati,Chaat,₹700-₹1500,Filter Coffee,932
Royal,Pune,South Indian,Coastal,₹1000-₹2000,Gulab Jamun,490
Zaiqa,Bengaluru,Rajasthani,Mughlai,₹200-₹500,Plain Dosa,1072
Rasoi,Mumbai,Street Food,Tandoori,₹700-₹1500,Kosha Mangsho,407
Zaiqa I,Ahmedabad,Seafood,,₹1000-₹2000,Chole Bhature,1214
Rasoi,Bengaluru,Mughlai,,₹300-₹700,Chole Bhature,1126
Feast,Delhi,Mughlai,Coastal,₹500-₹1000,Dahi Vada,1243
Swad,Mumbai,Gujarati,,₹500-₹1000,Dahi Vada,1785
Swad,Mumbai,Seafood,Mughlai,₹200-₹500,Sambar Vada,1322
Spice,Jaipur,Street Food,Tandoori,₹100-₹300,Biryani,668
Dosa,Hyderabad,Seafood,Coastal,₹300-₹700,Dhokla,1322
Spice,Kolkata,Rajasthani,,₹1000-₹2000,Chicken Tikka,334
Spice,Chennai,Hyderabadi,Tandoori,₹100-₹300,Dhokla,1490
Flavors,Hyderabad,Seafood,Awadhi,₹300-₹700,Kosha Mangsho,651
Feast,Bengaluru,Street Food,Tandoori,₹300-₹700,Masala Dosa,464
Rasoi,Bengaluru,Rajasthani,Coastal,₹700-₹1500,Filter Coffee,1012
Relish,Hyderabad,Mughlai,Tandoori,₹1000-₹2000,Kosha Mangsho,1313
Taj,Ahmedabad,West Indian,Coastal,₹700-₹1500,Biryani,736
Taj,Delhi,Gujarati,Tandoori,₹200-₹500,Chole Bhature,1534
Taj,Delhi,South Indian,Chaat,₹1000-₹2000,Kebabs,1006
Swad X,Chennai,Hyderabadi,,₹1000-₹2000,Sambar Vada,360
Spice,Mumbai,Street Food,,₹500-₹1000,Haleem,843
Royal C,Mumbai,Street Food,Coastal,₹700-₹1500,Chicken Tikka,1529
Relish,Lucknow,West Indian,,₹200-₹500,Gulab Jamun,1421
Rasoi Z,Mumbai,Seafood,Chaat,₹100-₹300,Butter Chicken,805
Taj,Lucknow,Hyderabadi,Mughlai,₹200-₹500,Solkadi,333
Zaiqa,Ahmedabad,Seafood,Mughlai,₹300-₹700,Biryani,521
Dosa,Pune,Gujarati,Tandoori,₹300-₹700,Sambar Vada,748
Royal,Delhi,Hyderabadi,Tandoori,₹700-₹1500,Filter Coffee,300
Flavors,Bengaluru,Mughlai,Coastal,₹700-₹1500,Prawn Curry,1046
Feast,Kolkata,West Indian,Coastal,₹100-₹300,Haleem,1364
